text,split
우리나라도 남자가 당연히 집장만해야 한다는 고루한 관념에서 벗어나야 진정한 양성평등을 말할 수 있는거다~!!! 딴나라 욕할 거 없다 ,train
유산 될수있으니 조심하세요 유산은 노노,train
이름이 애국자~ 병역자원도 모자란데 무자격 병역 면제자 양산을 막았다  ,train
20년동안 남성차별과 혐오를 키우고 여성특권  남성혐오자우대문화를 만든 여가부는 당연히 폐지시키고 20년동안 페미단체에서 특채로 들어온 공직자도 다 해고 시켜야 함,train
술을 적당히 먹는사람이 괜찮다는거 같던데  정부가 이것도 연구해줘라~~,train
고추장에 꼼꼼하게 찍어 먹겠구나ㅋㅋ,train
\우린 없어서 난린데\ 라는 말이 와닿는다  누구때문인지는 다들 알겠지?,train
죄수들 요구들어줘라~~피자반죽에 수면제썩어서 잠들면 체포해 상황종료,train
금메달 축하합니다 화이팅 화이팅!! 너무 신선하고 좋습니다 귀여운 이름선수~~ 화이팅!!!,train
군복무 하신 건가요?,train
욕할꺼 아니다 누구든 돈맛 보면 저렇게 변한다 사람이란 그런것이다 ,train
다마네기들아  일본 올림픽이 아리까리 정신이 없는가봐  미국 수영선수들이 떵물에서 수영 못하겠다고 출전금지할것 같은데 재미있는 것은 오 폐수가 하나의 관으로 연결 되어 수영장을 거쳐 바다로 흘러 간다는 사실? 굴양식으로 떵냄세 없애려고 6개월 양식했는데 폐사했단다  그리고 후쿠시마 원산지 표시 않은채 각국 선수들 식사제공 했는데 못 먹겠다고 난리법석이 아니란다  방사능으로 가득찬 농 수산물을  어째야쓸까? 거기다가 23일 이후로 일본 땅덩어리 만한 ??태풍이 일본 전지역을 휩쓸고지나갈건데   ,train
회운반 차량이면 되껄 ,train
***호 박씨 할매?,train
쇼~끝은 없는거야~이름 화이팅!!!!,train
많이 만났구나  ,train
이름야 성형 얼미주고 했냐  울동네에서 난리다   다들 그렇게 바뀌면 한다고 ,train
뭔 큰일이라고  중국이 망하는 것도 아니구  관심 1도 없다 먼나라 이야기일뿐,train
니들도 우리나라 정치에 관심 가지지 말라!!,train
박이 현장에 몇번 내려가서 파악했는데 왜 안했다하지?,train
나라에돈이없는것이아니라도둑놈이많아서다! 부정 부패불공정세상 이름대통령??나와서 모든국민이 죽기전까지 걱정없는좋은세상을 만들어주세요,train
뭔 이름이 6명이야;; 이름 같은 선수 없다,train
통신이 끊긴것뿐 분명 어딘가 살아계실테지요?꼭 무사히 돌아오십시오,train
늘 진실이 승리한다 다만 시간이 걸릴뿐이다,train
이름 화이자 위력~~,train
잘했어요 그동안 힘들었던 여정 이젠 여유롭게 휴식 취하고 또 새로운 도약을 위해 준비하면 됩니다,train
수소 전지차 였어봐! 폭발했을 겁니다 ,train
저 나라는 대통령이 자신의 결정에 대해 책임지겠다고 하네요  부럽습니다 ,train
먹튀네  백신 먹고 튀튀  ,train
국민들은 바보가 아니다 이제는 절대로 속지 않는다,train
이름야 독도는 한국땅이라고 전일본에 외치고다니면 정상회담 수용할지 한번생각해줄꾸마,train
전승절 국빈대우 빋던 애국보수정권과는 달리 좌파정부는 홍콩장악한 중국한테서 찬밥신세 이것이 현실이다,train
스포츠보면서 눈물나기는 정말 손에 꼽네요 ㅠㅠㅠ 진짜 선수들 온몸 부서져라 뛰는거보고 경기결과 떠나서 후회없이만 뛰길 응원했는데 랭킹*위를 이겼음 터키선수들도 울고 우리나라 선수들도 울고   명승부였다,train
이름가 이름가 될수 없는 이유?미모로만 승부수 띄우지 말고 연기로 거듭 나시길~이젠 멜로 그만!!!,train
에효ㅜ 뉴스에 안좋은 소식이90%이네ㅜ,train
기독교엔 성경 불교에는 불경 배구엔 이름ㅋㅋ,train
쿡은 실리주의자,train
기본소득=불로소득(이무런 노동 노력없이 받아먹는돈)이것말고는 전부 공짜 없음  머리쓰고 절약하고 공부하고 자기 자본과 시간투자해서 만들어낸 노력의 산물,train
불태워라 바이러스다,train
이 모근건 짱 코로나때문이다!열받아!,train
역시 자국회사 옹호!! 중앙일보 애국심 대단~,train
지금 눈에 보이는건 이름 이름,train
아프간이 아니라 내가죽게 생겼다  자국민 자영업자나 좀 챙겨달라고 재난지원금도 안주고 세금 겁나 걷어가서 난민 주지말고 ㅜㅜ,train
의료보험 혜택 없이 개인이 치료비 내고 받아야한다,train
이름을 대통령으로 추대하자,train
가장 만만한 한국  시종잡배들이 끊임없이 껄떡대는데도 제대로 응수도 못하고   이런건 일침놓는 북한한테 좀 배우지~ 아가리를 응응한다던지  ,train
관리자분들 대상으로 노동법  산안법  산재관련해서 필기시험 한번 치시죠 ,train
**회시험이면 그문제로인해 불합격된사람 모두합격인가요? 아님 소송한사람만?**회면 2년전꺼가 이제야 판결이나다니 다시 재시험본분들도 있을텐데 오류있는걸 신청해도 제대로 받아드려주지도 않고 자기들 이 합격률 조정해서 오류있는 문제도 받아들여주지않는거 참 문제많습니다 **회시험도 똑같구요 **회시험도 소송들어간거같던데 아무런 기사도 안나내요,train
이커플 애정합니다ㅎㅎ,train
중국인  이슬람 즉각 퇴출,train
맨 오른쪽 이름 닮았네요 ,train
이름 할아버지 윤총장님이 결정하도록 그냥 좀 놔두셔요,train
남신경안쓰고 입는다며?? 초상권침해는 ㅇㅈ 근데 성적수치심은 뭐야??,train
아니 나도 여동생이 있지만 단한번도 그런생각을 한적이 없다 오히려 소파에서 티비보다 팔만 스쳐도 소름끼치는데 그게 가능한건가? 진짜 이해가 안감 확실한건 정신병은 맞는듯,train
이거슨 아니지^^~,train
다 키오스크로 돌리고 알바 자리 잃는거지 뭐 ㅋㅋ,train
와  28kg라니 진짜 사람이냐의식주는 기본적으로 되야 사람답게 사는데 밥못먹고 못돌아다니는게 얼마나 괴로운데;형이 너무 짧다,train
캐릭터는 좋은데 연기가 좀 아쉽던데 ,train
응 이름 상왕정치 ㅅㄱ 이름이랑 할배랑 정치싸움하는거 볼만하겠다,train
술과 여자 그리고 성폭행하면 떠오르는 집단이 어느쪽인지는 국민들이 잘 알고 있다 ,train
이름에 대한 검증이 더 있을 수는 있으나 상당부분 완료되었는데 반해 이름에 대한 검증은 이제 시작이라는거  ,train
네 형님 명심하겠습니다,train
맨시티 이름 안데리고 왔었으면 **번 이름한테 딱 주면서 0원 영입 개꿀 일 수 있었는데 ㅋㅋ 암튼 탈바르셀로나 할 수 있게 됐군 이름가 어딜 가든 난 이제 그팀 팬 해야지 ㅎㅎ,train
8만윈씩 받으면 잘쓰기야 쓰겠지만 표 달라면 안될껄  ,train
코란과 이슬람 율법이 많이 다른가? 거의 전국민이 무슬림이고  하루에 몇 번씩 기도 해서 모두 성직자 처럼 보이는데 뭐가 문젠지 모르겠다 ,train
이런 사진 올리지 마세요  삼양라면과 무슨 관계냐? 축구화 안 신고 공 차냐? 여당에서 트집 잡아요 ,train
대통령 마음도 다 주고 싶어 할거 같은데,train
이 사회에 문제 인간 종류는 근본주의자  원칙주의자들임  말이 좋아보이는데 꽉 막힌 사람이라 대화와 타협이 불가능하고  자기 주장만이 옳다고 생각 하는 인간들임 ,train
다른 선수들에게도 메달을 떠나 열심히 노력한만큼의 보상이 되기를 바랍니다,train
범 내려온다 윤 화이팅  힘내시라,train
아니 당신들한테만 충성을 다하는 이름을 보유한 국가를 대상으로 이런 악의적인 보도를 하면 어떻게 합니까??? 문 충신을 봐서라도 자제해 줘야 하는 거 아닙니까??? 외교부와 청와대는 충정으로 머리를 조아려 이 사태를 조속히 해결하시기 바랍니다~~~,train
욕안할테니까 계엄령 선포하자! 제어가 안되잖아  ,train
이름 응원하고 있으니 힘내고 열심히 살면 좋은 날 올꺼예요! 파이팅 입니다 ,train
불명확하다 이런말 하지말고ㅡㅡ 일단 해외입국자들 자가격리가 아니라 시설격리로 전환하자ㅡㅡ,train
자신있으면니 핸폰 비밀번호는 와슴기냐?,train
연예계의 악플몰이 무섭다 이름수첩에 악플로 고통받았다는 얘기는 1도 없었다던데,train
부모가 돈받고 한 일이잖아,train
드디어 시작  이름가 흉노족과 돌궐의 후예에게 발목이 잡힌다  위그루독립의 그날은 이름가 5호16국으로  우리나라는 대조선과 대고구려의 옛땅을 수복하리라 ,train
깜도 안되는것이 한심      ,train
여성의 성 상품화  남자를 위한 것?,train
적당히 합시다 내부경선입니다,train
성차별주의자들이 국격 다 망치네요,train
뽑지말아야할사람뽑아서또국민이고생하게생겼구나변명하지말고잘난체좀하지말고정부방역에협조낮ㅂㆍㄹ하시오,train
미국하고 동맹을 굳게 하는 것만이 살 길이다  우리나라는 아직 중국에 맞설 힘이 없다  그러면서 군사력을 길러서 감히 주변 국가가 넘볼 수 없는 나라가 되도록 해야 한다  그런데 종북 좌파 정권이 들어서니  기강이 무너져서 중요 국방 기술 해킹 당해서 뺐기고  성추행 사건만 일어난다!,train
지네 나라 안가냐??,train
대영제국 소련 미국을 몰아낸 아프가니스탄  ,train
저 장비들 한달뒤에 다 고장날걸,train
입으로는 세계선진국 현실은 해방 전후의조선인 수준!,train
우리 이름ㄱ 전쟁중이다  ,train
이름 대통령 ~,train
확진자가 많을 수 있다 그래  델타는 감염률이 높으니까  근데 백신만큼은 확보했어야 했다 미국과 척지고  중국만 따르니 백신확보 못하는 거 아니냐  k-방역인지 k-방구인지  자영업자 졸라메고  국민들 마스크 잘 하고다녀서 이정도지  그건 정권이 잘해서 그런게 아니다  자영업자  국민을 위한다면 미래빚인 세금만 퍼 써재끼는게 아니라 백신을 확보했어야 했다 ,train
얼굴과 이름을 바꾼이유는? ~~ 검사를 이용해 이름가 이익을 본 것은?,train
상암동에 있는 다카키마사오 기념관도 좀 철거해라  ,train
응 이름 입대 축하 ㅎ,train
이젠 경구용치료제를 승인해주세요 경구용치료제 피라맥스 가 있어요 하루3알 3일복용시 98프로 완치됩니다 임산부는물론 어린이까지 복용가능합니다 저가격 고효능 얼릉 피라맥스 사용승인해주세요,train
미군철수 외치는 인간들아 우리가 이꼴이 날수 있다는걸 제발좀 알거라,train
해군함은 우리나라 주권이 미치는 곳 아닌가요? 국외라고 보기엔  ,train
우리도 광화문 집회합시다  애국우파,train
연애시절에 누굴 좀 만나면 어떠냐  뭐 결혼하고나서도 안걸리면 장땡이지  난 마누라있어도 종종 다른여자 만남  챗바퀴처럼 반복되는 생활에 다른여자는 좋은 자극제가 되고 있지 ,train
핵 개발하자~ 자주 국방할 수 있을 정도 군사력 증강  미국과 외교 잘 해놓고  아프간 누구들처럼 도망가지 않는 정신력 3개면 우리 후손들 잘 살 수 있음  우리나라 일제 끝나고 이만큼 성장하는데 얼마나 힘든 길이었나 ,train
욱해서 사람 죽일정도의 성미면 죽이거나 가둬놔야지  사람 문 개를 왜 사살시키냐 제어가 안되기 때문이다  저 것도 제어가 안되는 짐승임이 드러났는데   무기징역 아니면 사형이 옳지  ,train
민주당 대통령 후보는 이름다 !!!!!!,train
넘 기뻤어요~배구 아녔으면 오늘 한국 죄다 졌음  이름 짱짱짱!!!,train
이름가 할려는 정치가 도대체 뭘까  ?,train
다행이네요 목숨이 먼저 입니다,train
우리나라 판사들도 배웠으면 좋겠네 정권의 시녀에 불과한 판사들도 많고 피해자의 고통을 모르는 판사들도 많은 대한민국 ,train
멍청이가 신념을 가지는 것보다 무서운게 없지,train
이사건관련자 전부다 정신적 책임 묻고민형사 죄 다시 물어라,train
홍콩판 이름 ㅋㅋ,train
각박하지않는 세상 또한번 있다는것 기억하겟습니다,train
이름 >>>>>>>>>>>> 이름,train
에혀 진짜 갈수록 가관이네요  얼마나 역겨우면 구토를 한답니까? 상황을 이리 만들어 놓고 한국이 트집잡는다고 거짓말이나 하고,train
자기 지지율이나 걱정하지 왜 남이 사퇴하던말든 그걸 걱정하는지 원~~~ 김 후보님! 이러시면 남들이 웃어요~~^^ 사람 웃긴다구 표가 오나요  지지율 오르나요?,train
순위에 못 들어도 패기있게 하는 게 코로나로 힘든 국민들의 마음을 시원케 했다! 박수 짝짝짝!!!,train
좌파정권 몇년에 나라뿌리가 흔들리는 일이로다  정치깊숙히 파고들었다 ,train
이 사람 보면 참 세상 사는 방식이 가지 가지 다채롭고 출세하는 방식은 예나 지금이나 마찬가지 라는 생각이 든다  젊은 나이 많이 배운 방송국 출신이 어째 이렇게 생각이 편협하고…하여간 갬성놀이 하는거 말고 기억나는건 없는 사람이란 생각  국회의원 참 아무나 할수있구나 하는 생각 ,train
일본 산사태! 알필요 없지!!,train
벌을줄게 아니라 상을줘야지,train
이름이 우리나라도 이끌었으면 좋겠다ㅠㅠ,train
남대는 없는데 여대는 있다  시대에 맞지않다 ,train
보수가 이런거 헐렁하게 처리하다가 광우병에 세월호에 결국 대통령 탄핵까지 간거다   절대 흐물흐물 넘어가면 안된다 ,train
치사율도 중요한데 그건 왜 말을 안해줌??,train
축하드립니다 군번줄을 메달이라 여기고 국방의 의무에 최선을 다 하시길,train
제대로 조사한거야? 이름 저 투기꾼들 날리나 두고보자~,train
가즈아~~!!!!!,train
코로나19로 지치고 날도 더운데 다들 진짜 할일 없고 한심해 보인다! 그게 뭣이 중요하다고!,train
ㅋㅋ 탈레반에 중국 상대할 무기를 이런식으로 넘기내,train
주먹구구식으로 전문가 안 쓰니까 이 정부가 각진 돌멩이 굴러가듯이 삐걱삐걱거리지,train
내 세금이 참으로 아깝다,train
사람이 밥을 먹어야지 빵으로 되겠어,train
본인 스스로 선택해서 택한 직업인데 왜 성매매피해자라고 부르는거냐? 웃긴다,train
3주에 접종하기를 FDA는 아직도 권고하고 있다  약효 떨어지는 것은 접종률 통계에 아무 표시가 나지 않으니까 이 지RAL을 하는 것이다 ,train
어쩐지 쿠바도 안보이고  대만도 없고  ,train
왜? 솔직하고 보기좋은데페미들아 숨기지마,train
누구는 제발 맞아줘!! 라고 하는데 우리는 제발 맞춰줘!! 하고 있으니 웃기네 ㅋ,train
괜찮다~~음악으로보답해라 힘내고!!!,train
이게 도대체 말이되나~~20년전으로 돌아간 기분이다참 비참하다,train
그냥 독감수준인거야  ,train
전세계 평화를위해 이참에 다떠내려가거라,train
어째 7이랑 째지고 시집간다길래 잘사는갑다 했다  ,train
시험다시보면 된다던데???ㅋㅋ,train
아니 지가 임차인쇼해서 스타된거잔어   그래서 지금 더욱 역품 맞는거고   근디 지가 왜 화를 내노  ,train
대단해요 화이팅,train
이름 대통령은 코로나 백신 확보가 충분하다고 말했는데 접종을은 왜 30%에서 멈췄나요?,train
출산 안한다고 난리치지마시고 있는애들이라도 좋은환경에서 살수있도록 관리감독강화해주세요 아동학대로 죽임을당하는아이들 상처받는아이들 없어질수 있도록!!!!,train
아직도 저런 서커스가 있다니;; 그리고 니들 마스크는 다 어디갔냐  옹기종기 모여서  ,train
자동차회사나 우선해라브레이크등 켜진 급발진도 인정하지않는 나라!고객이 호구인나라,train
쥐가 사는 집 치고는 너무 크네,train
앵커가 대놓고 이름네  ,train
좌익 난 솔까 이름이가 좌파들과 거리을 둔다면 한표 찍어 주겠는데 이름 일당들이 넘싫어서,train
국민들과의 소통을 위해 애쓰시는 모습이 구여우신데요ㅎㅎ~젊을때의 사진은 역시!!! 남다른 정의로운 모습이시네요~^^,train
가서 노동할려고 왔으면 노동 하고 가면 되는거 아니냐  그럼 집주인이 가사 노동자 올때까지 청소 해 놓을가? 머 하러 가사 노동하고 돈 받나  별점 남집 평가를 한다? 그럼 니 집에 가서 평가 해볼가? 별이 라도 나오겠냐 ,train
그 시대에 서독에 광부나 간호사로 가셨던분들이 독재라고하면 인정하는데 경제성장 다 이룩한 나라에서 따뜻한밥먹고 살만해지니 꺠시민인척 민주화운동하던 지금 정권잡은애들이 할소린 아니지? 4 15 아니라고 할때부터 보수지만 안좋아했는데 이름대통령 존경하고 젠더갈등 조장하는 여가부 폐지와 주적을 지원하는 통일부폐지 주장하는거보면 그 진정성은 알것같다 ,train
애가 가고싶다해도 나라가 코로나 때문에 나리인 데  꼭 수영장 그렇게 떼지어 가야하나~?? \나는 괜찮겠지\ 하는 그런 이기적인 심보가 하루 확진자 1500~1600명 씩 나온다~!! 제발 정신 좀 차려라~!!,train
전   졌다고 생각하고 포기햇는데  세상에 0 1초에 역전승을 할 줄이야정말 짜릿합니다 최고입니다집중력이 대단하세요  당신은 이미 금메달입니다♥힘내세요♥♥,train
이게 맞는 거다 국방력 없이는 외교부터 무시당한다 국방이 안전해야 해외투자도 들어오고 자금이 돈다  정신좀 차려라,train
공공장소에서 술 마시지 말라는건 코로나를 떠나서 잘못된게 아닌거 같은데요 ?? 코로나가 문제가 아니라 코로나가 끝낫다고 할지언정 술은 빼고 즐기는게 좋은것 같습니다   다들 간단히 맥주 한두캔 정도만 마시고 가면 모를까 꼭 보면 고주망태가 되는사람들도 없잖아 있거든요,train
이름아 너두 푸른기와집 닳아서 선택적 침묵이니 여기에 대해서 얘기 좀 해 봐라 백신 부족으로 교차접종 백신 만든 나라들은 교차접종 안 했다 백신 부족 국가들이 교차접종 했지 이름 이름 여기에 대해서 어떻게 책임 진 것이니,train
뭐가 그렇게 잘났다고 학생에게 폭언을 하나요?당신보다 뛰어난 강사 선생도 대한민국에 널렸습니다당신같은 사람도 먹여살려주는 학생 학부모에게 고마워하며 사셔야죠,train
나쁜 인간들을 개하고 비교하지 마세요  개는 국민 급박하지도 형수에게 아랫도리욕도 거짓말도 하지 않습니다  특히 인간을 가붕개로 천시 보지도 않으며 가짜 스팩으로 동물병원 의사되려고도 하지 않습니다  개보다 나은 인간이야말로 성현의 반열에 오를겁니다 ,train
댓글 잘달지는 않지만 평생 자식 뒷바라지 하고 노심초사 자식걱정하는 마음을 모르지도않겟지만  본인들도 자식들키우고 사는데  어찌 효를 저버리고사는건지 안타갑다  흙으로 돌아갈때쯤 부모마음을 알까 본인들도똑같이 자식들에게 돈 말고는 추억도 사랑도 없을꺼입니다  참으로안타갑다  ,train
여기서소름돋는거 중국자체에서 채팅이런거까지 다감시하고있다는게소름돋네 진짜사소하게 친구랑 갠톡으로말한마디잘못하면 쥐도새도모르게잡혀가것네,train
싱가폴 이기적이네여  그리고 악플다는 인간들 제발 싸돌아다니지말고 백신 뭐라도 맞으세여  당신들 때문에 더 퍼집니다 ,train
독신? 사회주의 발언 인대  돈 있을때 백신 구매 했어야지  괜이 k방역 자랑하다 싸디싼 사람죽이는 싼 아젠들고 백신 자랑한거 아니가  모더나및 화이자 백신 구매 골든타임 놓쳤다고 해야지  머가 백신 독신이냐  2년 동안 5조백신 사용했으면 지금쯤 전국민 백신 다 맞았자나  근대 내년에 다시 1조이상 백신비용으로 쓴다고  국민을 위해 백신 구매 하는게 아닌듯 한데 ,train
스트레스 가득한 곰 담즙 먹고 건강해지겠냐? 파는 사람이나 사는 사람이나   천벌받아요,train
조국죽이기달인 이름 지지도 올랏다는거 조작 가능성 아지랭 이 같은 반짝 인기가 추장관 하고 대립관계에서 얻은 반짝 반짝 이 인기,train
의사하고 간호사 구속시켜라 돈만보는 의사는 자격박탈 시켜라 구속이 답이다 한가정에 엄마의 그늘이 얼마나 큰지 의사나 또 여자인 간호사는 모르나 생명은 소중한 것이다,train
당한 사람도 좀 그러네 운전직이 일당 30만원? 월이면 6백?딱 봐두 말이 안되는데 ,train
페미인지 아닌지는 몰르지마 사회인식이 이렇게 변한게 참 무섭다 편의점 사건때부터 우리나라 참 이상하게 돌아가는구나 싶다,train
미국땅 넓은데 왜?  ,train
중국산백신 효과없다는데 어후 무섭네ㄷㄷ,train
중국화끈하다 이게맞지,train
능력있는 여성정치인들은 여성할당제로 된건가?여성할당제가 현시대에 필요한건가?,train
도대체 이런 인간들 청소하는 헌법개정 안 하나요?국의선양한 국가대표 에게도 이지경 인데 일베및 이런 인간들 따로 모아서 살게 합시다같은 하늘 아래 어울리며 산 다는게 창피하고힘듭니다  ,train
정답이 있어요~~ 강남가서 일하세요  간단하게 해결될 문제를 ㅋㅋ,train
중국 지도 이정표 베이징 아니라 우한에 표시함ㅋㅋㄱㅋㅋ,train
딴나라 이름이네,train
부산도*단계해야한다,train
이름대통령이 유죄면 이름은 사형이겠구나? 역적의 프레임에 걸린 불쌍한 대통령  ㅜㅜ,train
1~2주간이라도 셧다운 해야된다고 본다  백화점도 바글바글   애슐리 같은 뷔페도 바글바글  대기업도 통제해야 되지 않을까  ,train
소상공인 자영업자 다 죽어나고 있다  장난까지 치니? 우리가 거지니?,train
일본은 근본이 월래 그런 나라다 그 조상들에 그 자손이 어디가겠는가,train
영사법이고 자시고 폭행 자체가 문제인거다!!!,train
연봉버블에 취해서 거만을 떠는거지… 지들이 못치면서 꿍사렁거리고 화내고…  정말 인간들 덜됐음   슬러거랍시고 어께에 힘만 잔뜩들어서~ 우물안 개구리가 따로없다 ,train
sns를 통해 사과의 뜻을 전한건가? 어른들이 잘못했다  허구한 날 sns로 거짓말 정치 선동 죽창질하는 모습을 보여왔으니…,train
전투기출격시켜라,train
감동이였어요~~^^,train
백신을 맞든 말든 개인의 자유를 존중하고  백신을 안 맞겠다는 의사를 자유롭게 표현할 수 있는 나라로구나  우리로선 그저 임금님 귀는 당나귀 귀~~ 를 외칠 수 밖에 없지  이름 변호사처럼 포도청에 끌려갈 순 없는 노릇이니 ,train
많이 변했어용 주름 ㅠ 애들키우니깐,train
예능에선 사실 별로였어요  그러나 당신의 리그에서는 정말 최고였습니다   알고보니 찐 멋진 사람 !!,train
정말 전 국민을 모독하는 인간이다,train
학의도 절케 조졌으면 검새 할 넘들 몇 안 남았을 낀데  검찰개혁이 아니라 검찰 해체수준!,train
귀신 씨나락 까먹는소리하네백신이나 제대로 구하고 그소리해라,train
욕 이름  먹방하더니 이름 사장임명  이름 상왕  햐~~재앙 ,train
누가보면 교사들이 연가병가막쓸수 있는줄 알겠네학교장 결제 없이는 쓸수가 없어서아파도 학교에서 아프고 말지라는 마음으로 출근하는데  그런데 무분별한이라니  ,train
이름씨가 뭘 줬든지 말든지 무슨 상관이냐 기자야  기사 졔목은 역시 여자는 돈 많은 남자는 나이가 많아도 좋아해 이런 냄새가 나잔아  어떤 회장은 마누라 두고도 37년 차이나는 어린애 건드려서 애도 낳고 살았다  부인 사별하고 각별히 지낸 사이인거 같은데 이런 기사 내려라 ,train
강씨는 갈수록 입 짧은 햇님 닮아가네  먹방 잘하게 생겼어 ㅋㅋ,train
군부대에서의 성범죄는 윈스이름이크 원아웃으로 엄한 처벌과 함께 불명예 전역시켜야 한다!,train
탈레반에 알카에다 요원들이 애당초 포함되어 있다,train
도대체 이런 무개념 기업에게는 어떤 처벌이 내려지나? 인당 과태료 10만원 ? 아니면 스타벅스 한국지사에 과태료 300 만원 ? 동선공개 초창기로 바꾸고  과태료 벌금으로 전환해서 10이상 올려라    그리고 그 벌금으로 동선공개되 부득이 피해 입은 업소에 지원해라   ,train
전세계의 무도가 된 것은 반가운 일이지만  정말로 우리나라 태권도 선수들이 정당하고 공정하게 선발이 되었는지 되돌아 봐야하는 거 아닌가요? 그리고 태권도의 시합도 좀더 다이나믹하고 재미있게 만들어야 하는 것 같은데  ,train
일저지른 저런가람 따로있고 욕먹는 사람따로 있고,train
성폭행흔적도 있다던데 20개월애기한테 도대체가  ,train
적국 도발이 염려되서 훈련 연기하는건 뭐냐 ㅋㅋ,train
공산당 *당독재때문에 중공은 영원히 미쿡에 안된다,train
2005년 삼성역 담배인삼공사 앞 포장마차에서 떡볶기 팔던 아줌마 끌고 다닌게 렉스턴이었다   그당시 렉스턴이 5천만원 가까이 하던시절이었다  ,train
대한민국이 점점 공산국가로 가는거 같다 정권교체 해야하나,train
이 사람도 극우파 중 한 명이라죠   그런 사람이 이렇게 말할 정도면  ,train
끝까지 읽으세요  한편 이름은 중학교 재학시절 큰 교통사고로 십자인대가 파열돼 보충역(*급) 판정을 받은 것으로 알려졌다  이에 따라 이름은 대체 복무 시점이 결정되면 사회복무요원으로 2년간 병역의 의무를 다하게 된다 ,train
상대편인 일본을 이겼다는 것이 매우 자랑스럽다 핏줄이 터지도록 한 노력 끝에 만족스러운 결과가 나와서 다행이다 남은 경기도 최선을 다해주셨으면 좋겠다,train
또 정부탓이냐? 꼴통들아? 개독은 꼴통들인가?,train
나랑동갑에 결혼한 년도까지 똑같으네아직 좀더 살아도 되는 나이인데  부디 좋은곳으로 가시길  ,train
6 25남침 사과하고 배상하라 ,train
ㅋㅋ 여론안좋으니 한물간 치트키 쓰네 또,train
혹시 성 조숙증이 이래서 오는 건가,train
이런 상황에 일본을 왜 가니? 국내에서는 4명 2명으로 접촉 규제하면서 올림픽이라고 몰려다니는 짓은 뭡니까? 생명의 위협을 받으며 올림픽을 해야 합니까?,train
난 이사람 안찍는다 ,train
마음고생은 뭔~ 걍 자연스레 지나갈 일이지  진짜 뭔가가 없다면,train
저런것들은 싸그리 사회에서 매장시켜라그리고 대체 교육청 학교는 학폭에대한심각성을못느끼는건지?아님 못본척 안들리는척 방관하는건가!정의로운교사는커녕 그저피해당할까 몸살리는 이러니 교권도 묵살당하는거아닌가!이런기사볼때마다 법이왜있는건지 답답하다,train
ㅋㅋ 태극기부대~^^,train
그냥 쟤들 따로 독립시키면 안되나?,train
멋져요 아무나 하지 못하는 일입니다 의인이시네요,train
방사능 누출은 재앙축에도 못낄듯  지금 이라도 화석연료 발전은 멈추고 원자력으로 가야됨,train
일반 독감 수준이라는 것들아… 이번에 40대 남성 5일간 코로나 끙끙 앓다가 심정지 된거 모르냐??? 그건 모르는 거다   그리고 mRNA 주사 맞는다고 DNA안 변한다 무식한 것들아   무슨 이게 유전자 조작 콩하고 비교하는 멍청이들이 있는데   그냥 고등학교 생물* 정도 지식만 있어도 헛소리라는 걸 알 수 있다  ,train
그럼  불나면  밥도못먹냐?   왜? 경기도민한사람이라도죽으면  매일장례식찾아가고  경조사지내야하냐?,train
카스의 영상도 저절로 사라져 5개월째 복구 안됨   순차적 해결해 주겠다는데 5개월 넘었다는건  신뢰가   ,train
쓸만할것같고 재활용도되고 난 좋게생각하는데  글구 침닥핵심은 매트리스인데  흠   전세계가 일본 적인듯ㅉㅉ,train
나라 뺏기면이 아니라 위부터 아래까지 썩어있으면 저런 꼴 납니다,train
저런 사람도 군대를 다녀와야 하는구나  ,train
이름 나라답다  이름 사형 시키라,train
이제 그민하자 천안함  연평해전  6 25전사들도 거기에 안세우자나,train
남의 것을 뺏은 새위 제거 되어야 한다  ,train
대단히 공감되는 생각입니다  우리가 이 난국을 이기고 올라설수 있을지 심히 걱정됩니다  ,train
안론개혁법  더이상 후퇴하지마라 ,train
헐   둘다 당연한건데 무슨조건? 욱일기는 당연히 쓰면 안되는거고 냅둬도 중국과 많은 나라들이 알아서 씹어줄거고 우리현수막은 그냥 냅두면 되는거고   먼가   너무 이상한데 우리 외교부 체육회,train
틀린말 아닌데  ,train
홍반장? 이제 내려놓자!! 넌 아니올씨다!!,train
이름은 이름이야  정신들 차렼ㅋㅋ,train
가족끼리 하는게 당연한데  부인이 영웅시하는데 어처구니 없네  선동질로 보여요 ,train
맞은건 평생가는데 그냥 같이 줘패지무기까지 들었다는건 머 그냥 죽던말던 작정하고 팬건데 ㅡㅡ;,train
ㅎㅎㅎ 아들래미가 해줘서 성공했네요~^^ 1시간 만에 성공  ㅠㅠㅠ,train
도리도리와 맨날이름의 만남!! 그냥 콩트하나를 짜자~~~~ㅋㅋ 개나 소나 다 정치한데~~ 니들한테 국민은 뭐냐?? 그냥 구라치고 사기치고하는 대상이냐?? 이름은 맨날 이름하고 이름은 지 불리하고 하면 도리도리~~ㅋㅋ,train
이름은 군을 시러 하나 봅니다,train
재능기부라고 해야하나?,train
이렇게 어려운 시국에 국민들에게 해물찜 이나 주지  아끼다 똥됬자나  해산물들  ,train
90프로면 10명중 1명이다  당근 걸리지  아스트라는 60프로  2명중 1명  다시 맞아,train
한번도 경험하지 못한거 아직도 몇개 더 남았냐? 이제 지겹다,train
